id,sentence,subject_entity,object_entity,title,relation
866,"재즈 융합의 주목할 만한 연주자로는 마일즈 데이비스, 에디 해리스, 키보드 연주자 조 자위눌, 칙 코레아, 허비 핸콕, 게리 버튼, 토니 윌리엄스, 장 루크 폰티, 래리 코릴, 알 디 메올라, 존 맥러플린 등이 있다.","{'word': '재즈 융합', 'start_idx': 0, 'end_idx': 4, 'type': 'GEN'}","{'word': '알 디 메올라', 'start_idx': 99, 'end_idx': 105, 'type': 'ART'}",재즈,arb
867,"재즈 융합의 주목할 만한 연주자로는 마일즈 데이비스, 에디 해리스, 키보드 연주자 조 자위눌, 칙 코레아, 허비 핸콕, 게리 버튼, 토니 윌리엄스, 장 루크 폰티, 래리 코릴, 알 디 메올라, 존 맥러플린 등이 있다.","{'word': '마일즈 데이비스', 'start_idx': 20, 'end_idx': 27, 'type': 'ART'}","{'word': '재즈 융합', 'start_idx': 0, 'end_idx': 4, 'type': 'GEN'}",재즈,arb
868,"재즈 융합의 주목할 만한 연주자로는 마일즈 데이비스, 에디 해리스, 키보드 연주자 조 자위눌, 칙 코레아, 허비 핸콕, 게리 버튼, 토니 윌리엄스, 장 루크 폰티, 래리 코릴, 알 디 메올라, 존 맥러플린 등이 있다.","{'word': '칙 코레아', 'start_idx': 53, 'end_idx': 57, 'type': 'ART'}","{'word': '장 루크 폰티', 'start_idx': 83, 'end_idx': 89, 'type': 'ART'}",재즈,arb
869,"재즈 융합의 주목할 만한 연주자로는 마일즈 데이비스, 에디 해리스, 키보드 연주자 조 자위눌, 칙 코레아, 허비 핸콕, 게리 버튼, 토니 윌리엄스, 장 루크 폰티, 래리 코릴, 알 디 메올라, 존 맥러플린 등이 있다.","{'word': '장 루크 폰티', 'start_idx': 83, 'end_idx': 89, 'type': 'ART'}","{'word': '재즈 융합', 'start_idx': 0, 'end_idx': 4, 'type': 'GEN'}",재즈,arb
870,"19세기 말 주로 미국 딥 사우스(Deep South)의 아프리카계 미국 사회에서 그들의 영적, 작업용 노래, 그리고 단순한 서사 발라드의 리듬에서 유래되었다.","{'word': '미국', 'start_idx': 10, 'end_idx': 11, 'type': 'LOC'}","{'word': '19세기 말', 'start_idx': 0, 'end_idx': 5, 'type': 'DAT'}",재즈,arb
871,"19세기 말 주로 미국 딥 사우스(Deep South)의 아프리카계 미국 사회에서 그들의 영적, 작업용 노래, 그리고 단순한 서사 발라드의 리듬에서 유래되었다.","{'word': '딥 사우스', 'start_idx': 13, 'end_idx': 17, 'type': 'LOC'}","{'word': '아프리카계 미국 사회', 'start_idx': 32, 'end_idx': 42, 'type': 'COM'}",재즈,arb
872,"19세기 말 주로 미국 딥 사우스(Deep South)의 아프리카계 미국 사회에서 그들의 영적, 작업용 노래, 그리고 단순한 서사 발라드의 리듬에서 유래되었다.","{'word': '아프리카계 미국 사회', 'start_idx': 32, 'end_idx': 42, 'type': 'COM'}","{'word': '19세기 말', 'start_idx': 0, 'end_idx': 5, 'type': 'DAT'}",재즈,arb
873,"19세기 말 주로 미국 딥 사우스(Deep South)의 아프리카계 미국 사회에서 그들의 영적, 작업용 노래, 그리고 단순한 서사 발라드의 리듬에서 유래되었다.","{'word': '아프리카계 미국 사회', 'start_idx': 32, 'end_idx': 42, 'type': 'COM'}","{'word': '발라드', 'start_idx': 73, 'end_idx': 75, 'type': 'GEN'}",재즈,arb
874,"19세기 말 주로 미국 딥 사우스(Deep South)의 아프리카계 미국 사회에서 그들의 영적, 작업용 노래, 그리고 단순한 서사 발라드의 리듬에서 유래되었다.","{'word': '19세기 말', 'start_idx': 0, 'end_idx': 5, 'type': 'DAT'}","{'word': '아프리카계 미국 사회', 'start_idx': 32, 'end_idx': 42, 'type': 'COM'}",재즈,arb
875,"19세기 말 주로 미국 딥 사우스(Deep South)의 아프리카계 미국 사회에서 그들의 영적, 작업용 노래, 그리고 단순한 서사 발라드의 리듬에서 유래되었다.","{'word': '발라드', 'start_idx': 73, 'end_idx': 75, 'type': 'GEN'}","{'word': '미국', 'start_idx': 10, 'end_idx': 11, 'type': 'LOC'}",재즈,arb
876,"19세기 말 주로 미국 딥 사우스(Deep South)의 아프리카계 미국 사회에서 그들의 영적, 작업용 노래, 그리고 단순한 서사 발라드의 리듬에서 유래되었다.","{'word': '발라드', 'start_idx': 73, 'end_idx': 75, 'type': 'GEN'}","{'word': '19세기 말', 'start_idx': 0, 'end_idx': 5, 'type': 'DAT'}",재즈,arb
877,아프리카에서 펜타토닉 음계를 사용한 것은 블루스와 재즈의 블루 노트 개발에 기여했다.,"{'word': '블루스', 'start_idx': 23, 'end_idx': 25, 'type': 'GEN'}","{'word': '아프리카', 'start_idx': 0, 'end_idx': 3, 'type': 'LOC'}",재즈,org
878,아프리카에서 펜타토닉 음계를 사용한 것은 블루스와 재즈의 블루 노트 개발에 기여했다.,"{'word': '재즈', 'start_idx': 28, 'end_idx': 29, 'type': 'GEN'}","{'word': '아프리카', 'start_idx': 0, 'end_idx': 3, 'type': 'LOC'}",재즈,org
879,아프리카에서 펜타토닉 음계를 사용한 것은 블루스와 재즈의 블루 노트 개발에 기여했다.,"{'word': '블루스', 'start_idx': 23, 'end_idx': 25, 'type': 'GEN'}","{'word': '재즈', 'start_idx': 28, 'end_idx': 29, 'type': 'GEN'}",재즈,arb
880,아프리카에서 펜타토닉 음계를 사용한 것은 블루스와 재즈의 블루 노트 개발에 기여했다.,"{'word': '아프리카', 'start_idx': 0, 'end_idx': 3, 'type': 'LOC'}","{'word': '재즈', 'start_idx': 28, 'end_idx': 29, 'type': 'GEN'}",재즈,arb
881,아프리카에서 펜타토닉 음계를 사용한 것은 블루스와 재즈의 블루 노트 개발에 기여했다.,"{'word': '아프리카', 'start_idx': 0, 'end_idx': 3, 'type': 'LOC'}","{'word': '블루스', 'start_idx': 23, 'end_idx': 25, 'type': 'GEN'}",재즈,arb
882,1930년대에 테너 색소폰 연주자 레스터 영에 의해 대표되는 캔자스 시티 재즈는 1940년대의 큰 밴드로부터 비밥의 영향력으로의 전환을 알렸다.,"{'word': '캔자스 시티 재즈', 'start_idx': 34, 'end_idx': 42, 'type': 'GEN'}","{'word': '레스터 영', 'start_idx': 19, 'end_idx': 23, 'type': 'ART'}",재즈,org
883,1930년대에 테너 색소폰 연주자 레스터 영에 의해 대표되는 캔자스 시티 재즈는 1940년대의 큰 밴드로부터 비밥의 영향력으로의 전환을 알렸다.,"{'word': '비밥', 'start_idx': 61, 'end_idx': 62, 'type': 'GEN'}","{'word': '캔자스 시티 재즈', 'start_idx': 34, 'end_idx': 42, 'type': 'GEN'}",재즈,arb
884,1930년대에 테너 색소폰 연주자 레스터 영에 의해 대표되는 캔자스 시티 재즈는 1940년대의 큰 밴드로부터 비밥의 영향력으로의 전환을 알렸다.,"{'word': '비밥', 'start_idx': 61, 'end_idx': 62, 'type': 'GEN'}","{'word': '레스터 영', 'start_idx': 19, 'end_idx': 23, 'type': 'ART'}",재즈,arb
885,1930년대에 테너 색소폰 연주자 레스터 영에 의해 대표되는 캔자스 시티 재즈는 1940년대의 큰 밴드로부터 비밥의 영향력으로의 전환을 알렸다.,"{'word': '1930년대', 'start_idx': 0, 'end_idx': 5, 'type': 'DAT'}","{'word': '1940년대', 'start_idx': 45, 'end_idx': 50, 'type': 'DAT'}",재즈,arb
886,1930년대에 테너 색소폰 연주자 레스터 영에 의해 대표되는 캔자스 시티 재즈는 1940년대의 큰 밴드로부터 비밥의 영향력으로의 전환을 알렸다.,"{'word': '1940년대', 'start_idx': 45, 'end_idx': 50, 'type': 'DAT'}","{'word': '1930년대', 'start_idx': 0, 'end_idx': 5, 'type': 'DAT'}",재즈,arb
887,1930년대에 테너 색소폰 연주자 레스터 영에 의해 대표되는 캔자스 시티 재즈는 1940년대의 큰 밴드로부터 비밥의 영향력으로의 전환을 알렸다.,"{'word': '레스터 영', 'start_idx': 19, 'end_idx': 23, 'type': 'ART'}","{'word': '캔자스 시티 재즈', 'start_idx': 34, 'end_idx': 42, 'type': 'GEN'}",재즈,arb
888,1930년대에 테너 색소폰 연주자 레스터 영에 의해 대표되는 캔자스 시티 재즈는 1940년대의 큰 밴드로부터 비밥의 영향력으로의 전환을 알렸다.,"{'word': '레스터 영', 'start_idx': 19, 'end_idx': 23, 'type': 'ART'}","{'word': '비밥', 'start_idx': 61, 'end_idx': 62, 'type': 'GEN'}",재즈,arb
889,"새 하버드 음악사전은 스윙을 다음과 같이 말한다: ""재즈의 무형의 리듬 모멘텀...스윙은 분석을 거부한다. 스윙의 존재에 대한 주장은 논쟁을 불러일으킬 수 있다."" 이러한 스윙의 양상은 아프로 캐리비안 음악보다 아프리카계 미국인 음악에서 훨씬 더 널리 퍼져 있다.","{'word': '재즈', 'start_idx': 29, 'end_idx': 30, 'type': 'GEN'}","{'word': '스윙', 'start_idx': 12, 'end_idx': 13, 'type': 'GEN'}",재즈,org
890,"새 하버드 음악사전은 스윙을 다음과 같이 말한다: ""재즈의 무형의 리듬 모멘텀...스윙은 분석을 거부한다. 스윙의 존재에 대한 주장은 논쟁을 불러일으킬 수 있다."" 이러한 스윙의 양상은 아프로 캐리비안 음악보다 아프리카계 미국인 음악에서 훨씬 더 널리 퍼져 있다.","{'word': '아프로 캐리비안 음악', 'start_idx': 104, 'end_idx': 114, 'type': 'GEN'}","{'word': '스윙', 'start_idx': 96, 'end_idx': 97, 'type': 'GEN'}",재즈,org
891,"새 하버드 음악사전은 스윙을 다음과 같이 말한다: ""재즈의 무형의 리듬 모멘텀...스윙은 분석을 거부한다. 스윙의 존재에 대한 주장은 논쟁을 불러일으킬 수 있다."" 이러한 스윙의 양상은 아프로 캐리비안 음악보다 아프리카계 미국인 음악에서 훨씬 더 널리 퍼져 있다.","{'word': '아프리카계 미국인 음악', 'start_idx': 118, 'end_idx': 129, 'type': 'GEN'}","{'word': '스윙', 'start_idx': 96, 'end_idx': 97, 'type': 'GEN'}",재즈,org
892,"새 하버드 음악사전은 스윙을 다음과 같이 말한다: ""재즈의 무형의 리듬 모멘텀...스윙은 분석을 거부한다. 스윙의 존재에 대한 주장은 논쟁을 불러일으킬 수 있다."" 이러한 스윙의 양상은 아프로 캐리비안 음악보다 아프리카계 미국인 음악에서 훨씬 더 널리 퍼져 있다.","{'word': '스윙', 'start_idx': 60, 'end_idx': 61, 'type': 'GEN'}","{'word': '스윙', 'start_idx': 12, 'end_idx': 13, 'type': 'GEN'}",재즈,arb
893,"새 하버드 음악사전은 스윙을 다음과 같이 말한다: ""재즈의 무형의 리듬 모멘텀...스윙은 분석을 거부한다. 스윙의 존재에 대한 주장은 논쟁을 불러일으킬 수 있다."" 이러한 스윙의 양상은 아프로 캐리비안 음악보다 아프리카계 미국인 음악에서 훨씬 더 널리 퍼져 있다.","{'word': '스윙', 'start_idx': 12, 'end_idx': 13, 'type': 'GEN'}","{'word': '재즈', 'start_idx': 29, 'end_idx': 30, 'type': 'GEN'}",재즈,arb
894,재즈 랩은 1980년대 후반과 1990년대 초반에 발달하여 재즈적 영향력을 힙합에 접목시켰다.,"{'word': '재즈 랩', 'start_idx': 0, 'end_idx': 3, 'type': 'GEN'}","{'word': '재즈', 'start_idx': 33, 'end_idx': 34, 'type': 'GEN'}",재즈,org
895,재즈 랩은 1980년대 후반과 1990년대 초반에 발달하여 재즈적 영향력을 힙합에 접목시켰다.,"{'word': '힙합', 'start_idx': 42, 'end_idx': 43, 'type': 'GEN'}","{'word': '재즈 랩', 'start_idx': 0, 'end_idx': 3, 'type': 'GEN'}",재즈,org
896,재즈 랩은 1980년대 후반과 1990년대 초반에 발달하여 재즈적 영향력을 힙합에 접목시켰다.,"{'word': '재즈', 'start_idx': 33, 'end_idx': 34, 'type': 'GEN'}","{'word': '1980년대 후반과 1990년대 초반', 'start_idx': 6, 'end_idx': 25, 'type': 'DAT'}",재즈,arb
897,재즈 랩은 1980년대 후반과 1990년대 초반에 발달하여 재즈적 영향력을 힙합에 접목시켰다.,"{'word': '재즈', 'start_idx': 33, 'end_idx': 34, 'type': 'GEN'}","{'word': '힙합', 'start_idx': 42, 'end_idx': 43, 'type': 'GEN'}",재즈,arb
898,재즈 랩은 1980년대 후반과 1990년대 초반에 발달하여 재즈적 영향력을 힙합에 접목시켰다.,"{'word': '1980년대 후반과 1990년대 초반', 'start_idx': 6, 'end_idx': 25, 'type': 'DAT'}","{'word': '재즈 랩', 'start_idx': 0, 'end_idx': 3, 'type': 'GEN'}",재즈,arb
899,재즈 랩은 1980년대 후반과 1990년대 초반에 발달하여 재즈적 영향력을 힙합에 접목시켰다.,"{'word': '1980년대 후반과 1990년대 초반', 'start_idx': 6, 'end_idx': 25, 'type': 'DAT'}","{'word': '재즈', 'start_idx': 33, 'end_idx': 34, 'type': 'GEN'}",재즈,arb
900,이 스타일의 다른 혁신가들로는 재키 맥클린과 Kind of Blue에서도 연주했던 두 명의 음악가: 존 콜트레인과 빌 에반스가 있다.,"{'word': 'Kind of Blue', 'start_idx': 25, 'end_idx': 36, 'type': 'POH'}","{'word': '빌 에반스', 'start_idx': 64, 'end_idx': 68, 'type': 'ART'}",재즈,org
901,이 스타일의 다른 혁신가들로는 재키 맥클린과 Kind of Blue에서도 연주했던 두 명의 음악가: 존 콜트레인과 빌 에반스가 있다.,"{'word': 'Kind of Blue', 'start_idx': 25, 'end_idx': 36, 'type': 'POH'}","{'word': '재키 맥클린', 'start_idx': 17, 'end_idx': 22, 'type': 'ART'}",재즈,arb
902,이 스타일의 다른 혁신가들로는 재키 맥클린과 Kind of Blue에서도 연주했던 두 명의 음악가: 존 콜트레인과 빌 에반스가 있다.,"{'word': '빌 에반스', 'start_idx': 64, 'end_idx': 68, 'type': 'ART'}","{'word': 'Kind of Blue', 'start_idx': 25, 'end_idx': 36, 'type': 'POH'}",재즈,arb
903,이 스타일의 다른 혁신가들로는 재키 맥클린과 Kind of Blue에서도 연주했던 두 명의 음악가: 존 콜트레인과 빌 에반스가 있다.,"{'word': '재키 맥클린', 'start_idx': 17, 'end_idx': 22, 'type': 'ART'}","{'word': 'Kind of Blue', 'start_idx': 25, 'end_idx': 36, 'type': 'POH'}",재즈,arb
904,이 스타일의 다른 혁신가들로는 재키 맥클린과 Kind of Blue에서도 연주했던 두 명의 음악가: 존 콜트레인과 빌 에반스가 있다.,"{'word': '재키 맥클린', 'start_idx': 17, 'end_idx': 22, 'type': 'ART'}","{'word': '존 콜트레인', 'start_idx': 56, 'end_idx': 61, 'type': 'ART'}",재즈,arb
905,"존 조른은 펑크 록에서 유행하고 있는 속도와 불협화음에 중점을 두고, Spy vs. Spy의 발매와 함께 이것을 프리 재즈에 접목시켰다.","{'word': 'Spy vs. Spy', 'start_idx': 39, 'end_idx': 49, 'type': 'POH'}","{'word': '존 조른', 'start_idx': 0, 'end_idx': 3, 'type': 'ART'}",재즈,org
906,"존 조른은 펑크 록에서 유행하고 있는 속도와 불협화음에 중점을 두고, Spy vs. Spy의 발매와 함께 이것을 프리 재즈에 접목시켰다.","{'word': '펑크 록', 'start_idx': 6, 'end_idx': 9, 'type': 'GEN'}","{'word': '존 조른', 'start_idx': 0, 'end_idx': 3, 'type': 'ART'}",재즈,org
907,"존 조른은 펑크 록에서 유행하고 있는 속도와 불협화음에 중점을 두고, Spy vs. Spy의 발매와 함께 이것을 프리 재즈에 접목시켰다.","{'word': '프리 재즈', 'start_idx': 63, 'end_idx': 67, 'type': 'GEN'}","{'word': '존 조른', 'start_idx': 0, 'end_idx': 3, 'type': 'ART'}",재즈,org
908,"존 조른은 펑크 록에서 유행하고 있는 속도와 불협화음에 중점을 두고, Spy vs. Spy의 발매와 함께 이것을 프리 재즈에 접목시켰다.","{'word': '펑크 록', 'start_idx': 6, 'end_idx': 9, 'type': 'GEN'}","{'word': 'Spy vs. Spy', 'start_idx': 39, 'end_idx': 49, 'type': 'POH'}",재즈,arb
909,"존 조른은 펑크 록에서 유행하고 있는 속도와 불협화음에 중점을 두고, Spy vs. Spy의 발매와 함께 이것을 프리 재즈에 접목시켰다.","{'word': '프리 재즈', 'start_idx': 63, 'end_idx': 67, 'type': 'GEN'}","{'word': 'Spy vs. Spy', 'start_idx': 39, 'end_idx': 49, 'type': 'POH'}",재즈,arb
910,"존 조른은 펑크 록에서 유행하고 있는 속도와 불협화음에 중점을 두고, Spy vs. Spy의 발매와 함께 이것을 프리 재즈에 접목시켰다.","{'word': 'Spy vs. Spy', 'start_idx': 39, 'end_idx': 49, 'type': 'POH'}","{'word': '프리 재즈', 'start_idx': 63, 'end_idx': 67, 'type': 'GEN'}",재즈,arb
911,"존 조른은 펑크 록에서 유행하고 있는 속도와 불협화음에 중점을 두고, Spy vs. Spy의 발매와 함께 이것을 프리 재즈에 접목시켰다.","{'word': '존 조른', 'start_idx': 0, 'end_idx': 3, 'type': 'ART'}","{'word': '펑크 록', 'start_idx': 6, 'end_idx': 9, 'type': 'GEN'}",재즈,arb
912,"존 조른은 펑크 록에서 유행하고 있는 속도와 불협화음에 중점을 두고, Spy vs. Spy의 발매와 함께 이것을 프리 재즈에 접목시켰다.","{'word': '존 조른', 'start_idx': 0, 'end_idx': 3, 'type': 'ART'}","{'word': '프리 재즈', 'start_idx': 63, 'end_idx': 67, 'type': 'GEN'}",재즈,arb
913,"존 조른은 펑크 록에서 유행하고 있는 속도와 불협화음에 중점을 두고, Spy vs. Spy의 발매와 함께 이것을 프리 재즈에 접목시켰다.","{'word': '존 조른', 'start_idx': 0, 'end_idx': 3, 'type': 'ART'}","{'word': 'Spy vs. Spy', 'start_idx': 39, 'end_idx': 49, 'type': 'POH'}",재즈,arb
914,1980년대는 1970년대를 지배했던 퓨전 재즈와 프리 재즈에 대한 반작용을 보았다.,"{'word': '프리 재즈', 'start_idx': 28, 'end_idx': 32, 'type': 'GEN'}","{'word': '1980년대', 'start_idx': 0, 'end_idx': 5, 'type': 'DAT'}",재즈,arb
915,1980년대는 1970년대를 지배했던 퓨전 재즈와 프리 재즈에 대한 반작용을 보았다.,"{'word': '프리 재즈', 'start_idx': 28, 'end_idx': 32, 'type': 'GEN'}","{'word': '퓨전 재즈', 'start_idx': 21, 'end_idx': 25, 'type': 'GEN'}",재즈,arb
916,1980년대는 1970년대를 지배했던 퓨전 재즈와 프리 재즈에 대한 반작용을 보았다.,"{'word': '퓨전 재즈', 'start_idx': 21, 'end_idx': 25, 'type': 'GEN'}","{'word': '프리 재즈', 'start_idx': 28, 'end_idx': 32, 'type': 'GEN'}",재즈,arb
917,1980년대는 1970년대를 지배했던 퓨전 재즈와 프리 재즈에 대한 반작용을 보았다.,"{'word': '1970년대', 'start_idx': 8, 'end_idx': 13, 'type': 'DAT'}","{'word': '1980년대', 'start_idx': 0, 'end_idx': 5, 'type': 'DAT'}",재즈,arb
918,1980년대는 1970년대를 지배했던 퓨전 재즈와 프리 재즈에 대한 반작용을 보았다.,"{'word': '1980년대', 'start_idx': 0, 'end_idx': 5, 'type': 'DAT'}","{'word': '프리 재즈', 'start_idx': 28, 'end_idx': 32, 'type': 'GEN'}",재즈,arb
919,"루이 암스트롱의 스윙에 대한 정의를 인용하면 다음과 같다: ""느낌이 느껴지지 않으면, 당신은 그것을 결코 알 수 없을 것이다.""","{'word': '스윙', 'start_idx': 9, 'end_idx': 10, 'type': 'GEN'}","{'word': '루이 암스트롱', 'start_idx': 0, 'end_idx': 6, 'type': 'ART'}",재즈,arb
920,"루이 암스트롱의 스윙에 대한 정의를 인용하면 다음과 같다: ""느낌이 느껴지지 않으면, 당신은 그것을 결코 알 수 없을 것이다.""","{'word': '루이 암스트롱', 'start_idx': 0, 'end_idx': 6, 'type': 'ART'}","{'word': '스윙', 'start_idx': 9, 'end_idx': 10, 'type': 'GEN'}",재즈,arb
921,많은 초기 재즈 뮤지션들이 스토리빌이라고 불리는 길거리 주변의 붉은 빛 구역의 술집과 사창가에서 연주를 했다.,"{'word': '스토리빌', 'start_idx': 15, 'end_idx': 18, 'type': 'LOC'}","{'word': '초기 재즈', 'start_idx': 3, 'end_idx': 7, 'type': 'GEN'}",재즈,arb
922,많은 초기 재즈 뮤지션들이 스토리빌이라고 불리는 길거리 주변의 붉은 빛 구역의 술집과 사창가에서 연주를 했다.,"{'word': '초기 재즈', 'start_idx': 3, 'end_idx': 7, 'type': 'GEN'}","{'word': '스토리빌', 'start_idx': 15, 'end_idx': 18, 'type': 'LOC'}",재즈,arb
923,"1950년대 중반에는 특히 색소폰과 피아노 연주에서 리듬과 블루스, 가스펠, 블루스의 영향을 도입한 하드밥이 등장하였다.","{'word': '하드밥', 'start_idx': 56, 'end_idx': 58, 'type': 'GEN'}","{'word': '1950년대 중반', 'start_idx': 0, 'end_idx': 8, 'type': 'DAT'}",재즈,org
924,"1950년대 중반에는 특히 색소폰과 피아노 연주에서 리듬과 블루스, 가스펠, 블루스의 영향을 도입한 하드밥이 등장하였다.","{'word': '하드밥', 'start_idx': 56, 'end_idx': 58, 'type': 'GEN'}","{'word': '블루스', 'start_idx': 43, 'end_idx': 45, 'type': 'GEN'}",재즈,org
925,"1950년대 중반에는 특히 색소폰과 피아노 연주에서 리듬과 블루스, 가스펠, 블루스의 영향을 도입한 하드밥이 등장하였다.","{'word': '하드밥', 'start_idx': 56, 'end_idx': 58, 'type': 'GEN'}","{'word': '가스펠', 'start_idx': 38, 'end_idx': 40, 'type': 'GEN'}",재즈,org
926,"1950년대 중반에는 특히 색소폰과 피아노 연주에서 리듬과 블루스, 가스펠, 블루스의 영향을 도입한 하드밥이 등장하였다.","{'word': '가스펠', 'start_idx': 38, 'end_idx': 40, 'type': 'GEN'}","{'word': '1950년대 중반', 'start_idx': 0, 'end_idx': 8, 'type': 'DAT'}",재즈,arb
927,"1950년대 중반에는 특히 색소폰과 피아노 연주에서 리듬과 블루스, 가스펠, 블루스의 영향을 도입한 하드밥이 등장하였다.","{'word': '블루스', 'start_idx': 43, 'end_idx': 45, 'type': 'GEN'}","{'word': '블루스', 'start_idx': 33, 'end_idx': 35, 'type': 'GEN'}",재즈,arb
928,"1950년대 중반에는 특히 색소폰과 피아노 연주에서 리듬과 블루스, 가스펠, 블루스의 영향을 도입한 하드밥이 등장하였다.","{'word': '블루스', 'start_idx': 43, 'end_idx': 45, 'type': 'GEN'}","{'word': '1950년대 중반', 'start_idx': 0, 'end_idx': 8, 'type': 'DAT'}",재즈,arb
929,"1950년대 중반에는 특히 색소폰과 피아노 연주에서 리듬과 블루스, 가스펠, 블루스의 영향을 도입한 하드밥이 등장하였다.","{'word': '1950년대 중반', 'start_idx': 0, 'end_idx': 8, 'type': 'DAT'}","{'word': '가스펠', 'start_idx': 38, 'end_idx': 40, 'type': 'GEN'}",재즈,arb
930,"1950년대 중반에는 특히 색소폰과 피아노 연주에서 리듬과 블루스, 가스펠, 블루스의 영향을 도입한 하드밥이 등장하였다.","{'word': '1950년대 중반', 'start_idx': 0, 'end_idx': 8, 'type': 'DAT'}","{'word': '블루스', 'start_idx': 33, 'end_idx': 35, 'type': 'GEN'}",재즈,arb
931,"1950년대 중반에는 특히 색소폰과 피아노 연주에서 리듬과 블루스, 가스펠, 블루스의 영향을 도입한 하드밥이 등장하였다.","{'word': '1950년대 중반', 'start_idx': 0, 'end_idx': 8, 'type': 'DAT'}","{'word': '블루스', 'start_idx': 43, 'end_idx': 45, 'type': 'GEN'}",재즈,arb
932,데이비스의 전 밴드 동료 허비 핸콕도 1990년대 중반 힙합 영향을 흡수해 1994년 음반 Dis Is Da Drum을 발매했다.,"{'word': '허비 핸콕', 'start_idx': 14, 'end_idx': 18, 'type': 'ART'}","{'word': 'Dis Is Da Drum', 'start_idx': 51, 'end_idx': 64, 'type': 'POH'}",재즈,org
933,데이비스의 전 밴드 동료 허비 핸콕도 1990년대 중반 힙합 영향을 흡수해 1994년 음반 Dis Is Da Drum을 발매했다.,"{'word': 'Dis Is Da Drum', 'start_idx': 51, 'end_idx': 64, 'type': 'POH'}","{'word': '1994년', 'start_idx': 42, 'end_idx': 46, 'type': 'DAT'}",재즈,org
934,데이비스의 전 밴드 동료 허비 핸콕도 1990년대 중반 힙합 영향을 흡수해 1994년 음반 Dis Is Da Drum을 발매했다.,"{'word': '힙합', 'start_idx': 31, 'end_idx': 32, 'type': 'GEN'}","{'word': '1990년대', 'start_idx': 21, 'end_idx': 26, 'type': 'DAT'}",재즈,arb
935,데이비스의 전 밴드 동료 허비 핸콕도 1990년대 중반 힙합 영향을 흡수해 1994년 음반 Dis Is Da Drum을 발매했다.,"{'word': '힙합', 'start_idx': 31, 'end_idx': 32, 'type': 'GEN'}","{'word': '1994년', 'start_idx': 42, 'end_idx': 46, 'type': 'DAT'}",재즈,arb
936,데이비스의 전 밴드 동료 허비 핸콕도 1990년대 중반 힙합 영향을 흡수해 1994년 음반 Dis Is Da Drum을 발매했다.,"{'word': '힙합', 'start_idx': 31, 'end_idx': 32, 'type': 'GEN'}","{'word': 'Dis Is Da Drum', 'start_idx': 51, 'end_idx': 64, 'type': 'POH'}",재즈,arb
937,데이비스의 전 밴드 동료 허비 핸콕도 1990년대 중반 힙합 영향을 흡수해 1994년 음반 Dis Is Da Drum을 발매했다.,"{'word': '1990년대', 'start_idx': 21, 'end_idx': 26, 'type': 'DAT'}","{'word': '데이비스', 'start_idx': 0, 'end_idx': 3, 'type': 'ART'}",재즈,arb
938,데이비스의 전 밴드 동료 허비 핸콕도 1990년대 중반 힙합 영향을 흡수해 1994년 음반 Dis Is Da Drum을 발매했다.,"{'word': '1994년', 'start_idx': 42, 'end_idx': 46, 'type': 'DAT'}","{'word': '1990년대', 'start_idx': 21, 'end_idx': 26, 'type': 'DAT'}",재즈,arb
939,데이비스의 전 밴드 동료 허비 핸콕도 1990년대 중반 힙합 영향을 흡수해 1994년 음반 Dis Is Da Drum을 발매했다.,"{'word': '1994년', 'start_idx': 42, 'end_idx': 46, 'type': 'DAT'}","{'word': 'Dis Is Da Drum', 'start_idx': 51, 'end_idx': 64, 'type': 'POH'}",재즈,arb
940,데이비스의 전 밴드 동료 허비 핸콕도 1990년대 중반 힙합 영향을 흡수해 1994년 음반 Dis Is Da Drum을 발매했다.,"{'word': 'Dis Is Da Drum', 'start_idx': 51, 'end_idx': 64, 'type': 'POH'}","{'word': '1990년대', 'start_idx': 21, 'end_idx': 26, 'type': 'DAT'}",재즈,arb
941,데이비스의 전 밴드 동료 허비 핸콕도 1990년대 중반 힙합 영향을 흡수해 1994년 음반 Dis Is Da Drum을 발매했다.,"{'word': 'Dis Is Da Drum', 'start_idx': 51, 'end_idx': 64, 'type': 'POH'}","{'word': '힙합', 'start_idx': 31, 'end_idx': 32, 'type': 'GEN'}",재즈,arb
942,데이비스의 전 밴드 동료 허비 핸콕도 1990년대 중반 힙합 영향을 흡수해 1994년 음반 Dis Is Da Drum을 발매했다.,"{'word': '데이비스', 'start_idx': 0, 'end_idx': 3, 'type': 'ART'}","{'word': '힙합', 'start_idx': 31, 'end_idx': 32, 'type': 'GEN'}",재즈,arb
943,데이비스의 전 밴드 동료 허비 핸콕도 1990년대 중반 힙합 영향을 흡수해 1994년 음반 Dis Is Da Drum을 발매했다.,"{'word': '데이비스', 'start_idx': 0, 'end_idx': 3, 'type': 'ART'}","{'word': '1994년', 'start_idx': 42, 'end_idx': 46, 'type': 'DAT'}",재즈,arb
944,데이비스의 전 밴드 동료 허비 핸콕도 1990년대 중반 힙합 영향을 흡수해 1994년 음반 Dis Is Da Drum을 발매했다.,"{'word': '허비 핸콕', 'start_idx': 14, 'end_idx': 18, 'type': 'ART'}","{'word': '1990년대', 'start_idx': 21, 'end_idx': 26, 'type': 'DAT'}",재즈,arb
