id,sentence,subject_entity,object_entity,relation
1440,"제임스 브라운 - ""Sex Machine""","{'word': '제임스 브라운', 'start_idx': 0, 'end_idx': 6, 'type': 'ART'}","{'word': 'Sex Machine', 'start_idx': 11, 'end_idx': 21, 'type': 'POH'}",None
1443,"펑크 DJ를 위한 음악을 전문으로 하고 있지만, 샤론 존스가 2005년 코난 오브라이언과 함께 Late Night에 출연하는 등 주류 음악 산업으로의 크로스오버가 있었다.","{'word': '샤론 존스', 'start_idx': 27, 'end_idx': 31, 'type': 'ART'}","{'word': 'Late Night', 'start_idx': 53, 'end_idx': 62, 'type': 'POH'}",None
1444,"록 밴드들은 펑크의 요소들을 그들의 소리에 복사하기 시작했고, ""펑크 록""과 ""펑크 메탈""의 새로운 조합을 만들어냈다.","{'word': '펑크', 'start_idx': 7, 'end_idx': 8, 'type': 'GEN'}","{'word': '펑크 록', 'start_idx': 36, 'end_idx': 39, 'type': 'GEN'}",None
1445,"록 밴드들은 펑크의 요소들을 그들의 소리에 복사하기 시작했고, ""펑크 록""과 ""펑크 메탈""의 새로운 조합을 만들어냈다.","{'word': '펑크', 'start_idx': 7, 'end_idx': 8, 'type': 'GEN'}","{'word': '펑크 메탈', 'start_idx': 44, 'end_idx': 48, 'type': 'GEN'}",None
1447,"록 밴드들은 펑크의 요소들을 그들의 소리에 복사하기 시작했고, ""펑크 록""과 ""펑크 메탈""의 새로운 조합을 만들어냈다.","{'word': '펑크', 'start_idx': 7, 'end_idx': 8, 'type': 'GEN'}","{'word': '록 밴드들', 'start_idx': 0, 'end_idx': 4, 'type': 'COM'}",None
1449,"특히 현대 클럽 댄스 음악, 드럼, 베이스의 많은 부분이 펑크 드럼 브레이크들을 많이 샘플링했다.","{'word': '현대 클럽 댄스', 'start_idx': 3, 'end_idx': 10, 'type': 'GEN'}","{'word': '펑크 드럼 브레이크', 'start_idx': 32, 'end_idx': 41, 'type': 'POH'}",None
1452,"Parliament-Funkadelic의 돌풍적인 인기는 조지 클린턴의 밴드의 음악을 지칭하는 ""P-Funk""라는 용어를 만들어냈고 새로운 하위 장르를 정의했다.","{'word': 'P-Funk', 'start_idx': 54, 'end_idx': 59, 'type': 'GEN'}","{'word': 'Parliament-Funkadelic', 'start_idx': 0, 'end_idx': 20, 'type': 'ART'}",None
1455,"멜로디적인 부분은 이러한 모드들을 섞어 블루스스케일에서 풀어나가는 방식을 사용한다. 1970년대에는 재즈의 서브장르로 재즈펑크가 생겨났으며, 이러한 곡들은 마일즈 데이비스, 하비 핸콕 등의 음반에서 들을 수 있다.","{'word': '재즈펑크', 'start_idx': 66, 'end_idx': 69, 'type': 'GEN'}","{'word': '마일즈 데이비스', 'start_idx': 87, 'end_idx': 94, 'type': 'ART'}",None
1456,"이 곡은 일반적으로 펑크와 종종 탐구적인 기타의 요소와 함께 확장된 크로스 장르 즉흥연주를 포함하며, 즉흥 가사를 포함한 재즈, 앰비언트, 아메리카나 및 힙합 요소를 포함한다.","{'word': '펑크', 'start_idx': 11, 'end_idx': 12, 'type': 'GEN'}","{'word': '크로스 장르', 'start_idx': 38, 'end_idx': 43, 'type': 'GEN'}",None
1457,"이 곡은 일반적으로 펑크와 종종 탐구적인 기타의 요소와 함께 확장된 크로스 장르 즉흥연주를 포함하며, 즉흥 가사를 포함한 재즈, 앰비언트, 아메리카나 및 힙합 요소를 포함한다.","{'word': '펑크', 'start_idx': 11, 'end_idx': 12, 'type': 'GEN'}","{'word': '재즈', 'start_idx': 68, 'end_idx': 69, 'type': 'GEN'}",None
1461,"펑크는 7음과 13음이 추가된 마이너 코드, 또는 9음과 13음이 있는 도미넌트 7 코드와 같이 비밥 재즈에서 발견되는 풍부한 색상의 확장 코드를 사용한다.","{'word': '펑크', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}","{'word': '풍부한 색상의 확장 코드', 'start_idx': 67, 'end_idx': 79, 'type': 'POH'}",None
1464,"펑크(funk)는 1960년대 중반 음악가들이 소울, 재즈, 리듬 앤 블루스(R&B)의 혼합을 통해 리드미컬하고 춤추기 쉬운 새로운 형태의 음악을 만들면서 블랙아메리카 커뮤니티에서 유래한 음악 장르다.","{'word': '재즈', 'start_idx': 30, 'end_idx': 31, 'type': 'GEN'}","{'word': '블랙아메리카 커뮤니티', 'start_idx': 87, 'end_idx': 97, 'type': 'POH'}",None
1466,펑크는 사하라 사막 이남의 아프리카 음악 전통에서 유래된 온비트/오프비트 구조를 기반으로 리드미컬하게 구성되어 있다.,"{'word': '펑크', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}","{'word': '사하라 사막 이남의 아프리카', 'start_idx': 4, 'end_idx': 18, 'type': 'LOC'}",None
1471,"이 밴드들은 후에 1990년대 중반의 언더그라운드 펑크코어 운동에 아웃카스트, 말리나 모예, 밴 헌트, 그리고 Gnarls Barkley 같은 현재의 펑크 음악가들에게 영감을 주었다.","{'word': '언더그라운드 펑크코어', 'start_idx': 21, 'end_idx': 31, 'type': 'GEN'}","{'word': '밴 헌트', 'start_idx': 52, 'end_idx': 55, 'type': 'ART'}",None
1472,"콜린스는 또한 지미 핸드릭스가 보급한 옥타버 페달처럼 위아래 옥타브 음을 두 배로 올려 ""미래적이고 둔탁한 저음""을 만들 수 있는 옥타브 페달을 사용하였다.","{'word': '지미 핸드릭스', 'start_idx': 8, 'end_idx': 14, 'type': 'GEN'}","{'word': '콜린스', 'start_idx': 0, 'end_idx': 2, 'type': 'GEN'}",None
1473,"다른 예술가들로는 허비 핸콕, 아프리칸 밤바타타, Egyptian Lover, 본 메이슨 & 크루, 미드나잇 스타, 사이보트론 등이 있다.","{'word': 'Egyptian Lover', 'start_idx': 28, 'end_idx': 41, 'type': 'ART'}","{'word': '아프리칸 밤바타타', 'start_idx': 17, 'end_idx': 25, 'type': 'ART'}",None
1476,1990년대 중반 이후 펑크를 중심으로 한 nu-funk 부흥은 45년대 펑크 소리에 영향을 받는 새로운 장르를 생산하고 있다.,"{'word': 'nu-funk', 'start_idx': 24, 'end_idx': 30, 'type': 'GEN'}","{'word': '45년대', 'start_idx': 36, 'end_idx': 39, 'type': 'DAT'}",None
1478,"펑크에서는 도리안과 믹솔리디안 모드를 주로 사용하여, 일반적인 대중가요의 구성과 반대되는 경향이 있다.","{'word': '펑크', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}","{'word': '믹솔리디안 모드', 'start_idx': 11, 'end_idx': 18, 'type': 'POH'}",None
1479,펑크는 7음이 추가된 마이너 코드나 9음이 추가된 도미넌트 7 코드와 같이 비밥 재즈에서 발견되는 풍부한 색상의 확장 코드를 사용한다.,"{'word': '펑크', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}","{'word': '비밥 재즈', 'start_idx': 42, 'end_idx': 46, 'type': 'GEN'}",None
1482,"펑크가 라디오에서 흘러나오며 현란한 상업적인 힙합, 현대적인 R&B, 그리고 새로운 스윙은 그 영향력이 계속 확산되었다.","{'word': '펑크', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}","{'word': '힙합,', 'start_idx': 25, 'end_idx': 27, 'type': 'GEN'}",None
1483,"펑크가 라디오에서 흘러나오며 현란한 상업적인 힙합, 현대적인 R&B, 그리고 새로운 스윙은 그 영향력이 계속 확산되었다.","{'word': '펑크', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}","{'word': 'R&B', 'start_idx': 34, 'end_idx': 36, 'type': 'GEN'}",None
1484,페미니스트 펑크가 자기 계발적인 주제에 초점을 맞추면서 도발적이고 논란이 많은 스타일이 1970년대에 인기를 얻는 데 도움이 되었다고 지적한다.,"{'word': '자기 계발적인 주제', 'start_idx': 10, 'end_idx': 19, 'type': 'POH'}","{'word': '1970년대', 'start_idx': 49, 'end_idx': 54, 'type': 'DAT'}",None
1486,페미니스트 펑크가 자기 계발적인 주제에 초점을 맞추면서 도발적이고 논란이 많은 스타일이 1970년대에 인기를 얻는 데 도움이 되었다고 지적한다.,"{'word': '페미니스트 펑크', 'start_idx': 0, 'end_idx': 7, 'type': 'GEN'}","{'word': '1970년대', 'start_idx': 49, 'end_idx': 54, 'type': 'DAT'}",None
1487,헤이즐은 이즐리 브라더스의 기타리스트 어니 이슬리와 함께 지미 핸드릭스의 즉흥적인 와우 솔로의 영향을 받았다.,"{'word': '지미 핸드릭스', 'start_idx': 32, 'end_idx': 38, 'type': 'ART'}","{'word': '헤이즐', 'start_idx': 0, 'end_idx': 2, 'type': 'ART'}",None
1492,패밀리 스톤과 지미 헨드릭스는 펑크 속 즉흥연주를 육성했다.,"{'word': '펑크', 'start_idx': 17, 'end_idx': 18, 'type': 'GEN'}","{'word': '패밀리 스톤', 'start_idx': 0, 'end_idx': 5, 'type': 'ART'}",None
1494,"펑크는 이러한 다른 아프리카계 미국인 스타일처럼 콜 앤 리스폰스(Call and Response), 곡의 나레이션(예: 아프리카 전통음악의) 등의 스타일과 함께 사용했다.","{'word': '펑크', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}","{'word': '아프리카계 미국인 스타일', 'start_idx': 11, 'end_idx': 23, 'type': 'POH'}",None
1499,"1990년대에는 Me'shell Ndegeocello, 브루클린 펑크 이센셜스와 같은 아티스트와 밴드인 자미로콰이, 인코그니토, 갈리아노, 오마르, 로스 테타스, 브랜드 뉴허비스를 포함한 액시드 재즈 운동이 펑크의 강한 요소들로 계속되었다. 하지만, 그들은 전성기에 펑크의 상업적 성공에 근접하지 못했는데, 앨범 Traveling Without Moving이 전세계적으로 약 1,150만 대가 팔린 자미로콰이를 제외하곤 별다른 소득이 없었다.","{'word': '자미로콰이', 'start_idx': 223, 'end_idx': 227, 'type': 'ART'}","{'word': 'Traveling Without Moving', 'start_idx': 175, 'end_idx': 198, 'type': 'POH'}",None
1500,"1990년대에는 Me'shell Ndegeocello, 브루클린 펑크 이센셜스와 같은 아티스트와 밴드인 자미로콰이, 인코그니토, 갈리아노, 오마르, 로스 테타스, 브랜드 뉴허비스를 포함한 액시드 재즈 운동이 펑크의 강한 요소들로 계속되었다. 하지만, 그들은 전성기에 펑크의 상업적 성공에 근접하지 못했는데, 앨범 Traveling Without Moving이 전세계적으로 약 1,150만 대가 팔린 자미로콰이를 제외하곤 별다른 소득이 없었다.","{'word': 'Traveling Without Moving', 'start_idx': 175, 'end_idx': 198, 'type': 'POH'}","{'word': '1990년대', 'start_idx': 0, 'end_idx': 5, 'type': 'DAT'}",None
1501,"1990년대에는 Me'shell Ndegeocello, 브루클린 펑크 이센셜스와 같은 아티스트와 밴드인 자미로콰이, 인코그니토, 갈리아노, 오마르, 로스 테타스, 브랜드 뉴허비스를 포함한 액시드 재즈 운동이 펑크의 강한 요소들로 계속되었다. 하지만, 그들은 전성기에 펑크의 상업적 성공에 근접하지 못했는데, 앨범 Traveling Without Moving이 전세계적으로 약 1,150만 대가 팔린 자미로콰이를 제외하곤 별다른 소득이 없었다.","{'word': '액시드 재즈', 'start_idx': 105, 'end_idx': 110, 'type': 'GEN'}","{'word': '브랜드 뉴허비스', 'start_idx': 91, 'end_idx': 98, 'type': 'ART'}",None
1502,"그러나, 비밥 재즈와는 달리, 펑크는 사실상 화음을 버리고, 정적인 단일 화음(흔히 마이너7화음과 도미넌트7화음을 번갈아 가며)을 만들어 리드미컬한 느낌을 몰고 온다.","{'word': '펑크', 'start_idx': 17, 'end_idx': 18, 'type': 'GEN'}","{'word': '비밥 재즈', 'start_idx': 5, 'end_idx': 9, 'type': 'GEN'}",None
1503,"Parliament Funkadelic 외에도 슬라이 앤 더 패밀리 스톤, 루퍼스 & 차카 칸, Bootsy's Rubber Band, 이즐리 브라더스, 오하이오 플레이어스, 콘 펑크 션, 쿨 앤 더 갱, 바-케이즈, 코모도레스, 로이 에이어스, 스티비 원더 등의 아티스트들이 있다.","{'word': '로이 에이어스', 'start_idx': 129, 'end_idx': 135, 'type': 'ART'}","{'word': '슬라이 앤 더 패밀리 스톤', 'start_idx': 26, 'end_idx': 39, 'type': 'ART'}",None
1505,"Commodores - ""Brick House""","{'word': 'Commodores', 'start_idx': 0, 'end_idx': 9, 'type': 'ART'}","{'word': 'Brick House', 'start_idx': 14, 'end_idx': 24, 'type': 'POH'}",None
1506,많은 초기 디스코 노래와 연주자들은 펑크 위주의 배경에서 직접 왔다.,"{'word': '디스코', 'start_idx': 6, 'end_idx': 8, 'type': 'GEN'}","{'word': '펑크', 'start_idx': 20, 'end_idx': 21, 'type': 'GEN'}",None
1507,많은 초기 디스코 노래와 연주자들은 펑크 위주의 배경에서 직접 왔다.,"{'word': '펑크', 'start_idx': 20, 'end_idx': 21, 'type': 'GEN'}","{'word': '디스코', 'start_idx': 6, 'end_idx': 8, 'type': 'GEN'}",None
1510,뉴올리언스는 1940년대 후반 아프로-쿠반 맘보와 콩카로부터 분리되어 있는 것을 응용하여 자신의 것으로 만들었다.,"{'word': '콩카', 'start_idx': 28, 'end_idx': 29, 'type': 'GEN'}","{'word': '1940년대 후반', 'start_idx': 7, 'end_idx': 15, 'type': 'DAT'}",None
1514,"한 소식통에 따르면 뉴올리언즈 태생의 드러머 얼 파머는 ""펑키""라는 단어를 다른 음악가들에게 그들의 음악이 더 싱크로핑되고 춤출 수 있게 만들어야 한다고 설명하기 위해 처음 사용했다.","{'word': '펑키', 'start_idx': 32, 'end_idx': 33, 'type': 'GEN'}","{'word': '뉴올리언즈', 'start_idx': 11, 'end_idx': 15, 'type': 'LOC'}",None
1515,펑크 서브장르인 워싱턴고(Washington Go-Go)의 주요 영향이기도 하다.,"{'word': 'Washington Go-Go', 'start_idx': 14, 'end_idx': 29, 'type': 'GEN'}","{'word': '펑크', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}",None
1516,"1960년대 후반 지미 핸드릭스의 작품에 이어 Sly, 패밀리 스톤 등의 예술가들이 핸드릭스의 사이키델릭 록과 펑크(funk)를 결합해 일렉기타의 와우 페달, 퍼즈 박스 등을 빌리고 블루스 록과 재즈를 연주했다.","{'word': '펑크', 'start_idx': 62, 'end_idx': 63, 'type': 'GEN'}","{'word': 'funk', 'start_idx': 65, 'end_idx': 68, 'type': 'GEN'}",None
1519,"1960년대 후반 지미 핸드릭스의 작품에 이어 Sly, 패밀리 스톤 등의 예술가들이 핸드릭스의 사이키델릭 록과 펑크(funk)를 결합해 일렉기타의 와우 페달, 퍼즈 박스 등을 빌리고 블루스 록과 재즈를 연주했다.","{'word': 'funk', 'start_idx': 65, 'end_idx': 68, 'type': 'GEN'}","{'word': 'Sly', 'start_idx': 26, 'end_idx': 28, 'type': 'ART'}",None
1520,현대 음악에서 펑크의 인기에도 불구하고 여성의 펑크 작품을 살펴본 사람은 거의 없다.,"{'word': '펑크', 'start_idx': 26, 'end_idx': 27, 'type': 'GEN'}","{'word': '현대 음악', 'start_idx': 0, 'end_idx': 4, 'type': 'GEN'}",None
1524,"Phish, Soul Rebels Brass Band, Galactic, Soulive 등 모두 펑크 잼을 연주하는 펑크 밴드의 예들이다.","{'word': '펑크 잼', 'start_idx': 54, 'end_idx': 57, 'type': 'GEN'}","{'word': '펑크 밴드', 'start_idx': 65, 'end_idx': 69, 'type': 'COM'}",None
1525,"George Clinton과 Parliament는 상상력이 풍부한 의상, 예복과 망토 역할을 하는 '복장의 자유로움을 추구한 것'으로 유명하다.","{'word': 'Parliament', 'start_idx': 16, 'end_idx': 25, 'type': 'ART'}","{'word': 'George Clinton', 'start_idx': 0, 'end_idx': 13, 'type': 'ART'}",None
1527,"Jim Payne은 펑크 드럼소리가 라틴 음악에 즉흥적으로 연주하기 좋은 ""완벽한"" 연주법을 사용한다고 말한다.","{'word': '라틴 음악', 'start_idx': 20, 'end_idx': 24, 'type': 'GEN'}","{'word': 'Jim Payne', 'start_idx': 0, 'end_idx': 8, 'type': 'ART'}",None
1529,"프린스는 이후 앨범으로 펑크 사운드에 ""The Everlasting Now"", ""Musicology"", ""Ol' Skool Company"", and ""Black Sweat"" 등의 곡으로 재탄생시켰다.","{'word': 'Musicology', 'start_idx': 45, 'end_idx': 54, 'type': 'POH'}","{'word': '프린스', 'start_idx': 0, 'end_idx': 2, 'type': 'ART'}",None
1530,"프린스는 이후 앨범으로 펑크 사운드에 ""The Everlasting Now"", ""Musicology"", ""Ol' Skool Company"", and ""Black Sweat"" 등의 곡으로 재탄생시켰다.","{'word': '프린스', 'start_idx': 0, 'end_idx': 2, 'type': 'ART'}","{'word': 'Musicology', 'start_idx': 45, 'end_idx': 54, 'type': 'POH'}",None
1531,"프린스는 이후 앨범으로 펑크 사운드에 ""The Everlasting Now"", ""Musicology"", ""Ol' Skool Company"", and ""Black Sweat"" 등의 곡으로 재탄생시켰다.","{'word': '펑크', 'start_idx': 13, 'end_idx': 14, 'type': 'GEN'}","{'word': '프린스', 'start_idx': 0, 'end_idx': 2, 'type': 'ART'}",None
1534,잼밴드 씬을 통해 순수 펑크 등장이 느껴지면서 1990년대 후반 버클리 음대 졸업생들의 밴드가 결성됐다.,"{'word': '순수 펑크', 'start_idx': 10, 'end_idx': 14, 'type': 'GEN'}","{'word': '버클리 음대 졸업생들의 밴드', 'start_idx': 36, 'end_idx': 50, 'type': 'COM'}",None
1535,"페이저 효과는 펑크와 R&B 기타 연주에서 자주 사용되는데, ""Who's That Lady""가 그 예다.","{'word': 'R&B', 'start_idx': 12, 'end_idx': 14, 'type': 'GEN'}","{'word': '펑크', 'start_idx': 8, 'end_idx': 9, 'type': 'GEN'}",None
1538,"쿨 더 갱, 비티 익스프레스, 팻백 밴드, 슬레이브, 카메오, 콘 펑크 션, 바 케이스, 오하이오 플레이어스 등 다른 음악 단체들은 1970년대부터 제임스 브라운의 혁신을 채택하고 발전시키기 시작했으며, Parliament-Funkadelic과 같은 그룹들은 지미 핸드릭스의 길을 따랐다.","{'word': '팻백 밴드', 'start_idx': 17, 'end_idx': 21, 'type': 'ART'}","{'word': '비티 익스프레스', 'start_idx': 7, 'end_idx': 14, 'type': 'ART'}",None
1539,지펑크는 갱스터 랩과 펑크가 어우러진 퓨전 장르의 음악이다.,"{'word': '지펑크', 'start_idx': 0, 'end_idx': 2, 'type': 'GEN'}","{'word': '갱스터 랩', 'start_idx': 5, 'end_idx': 9, 'type': 'GEN'}",None
1540,지펑크는 갱스터 랩과 펑크가 어우러진 퓨전 장르의 음악이다.,"{'word': '지펑크', 'start_idx': 0, 'end_idx': 2, 'type': 'GEN'}","{'word': '펑크', 'start_idx': 12, 'end_idx': 13, 'type': 'GEN'}",None
1541,지펑크는 갱스터 랩과 펑크가 어우러진 퓨전 장르의 음악이다.,"{'word': '펑크', 'start_idx': 12, 'end_idx': 13, 'type': 'GEN'}","{'word': '갱스터 랩', 'start_idx': 5, 'end_idx': 9, 'type': 'GEN'}",None
1542,금관 악기 그룹이 있는 구성은 펑크 곡에 자주 사용된다.,"{'word': '펑크', 'start_idx': 17, 'end_idx': 18, 'type': 'GEN'}","{'word': '금관 악기 그룹', 'start_idx': 0, 'end_idx': 7, 'type': 'POH'}",None
1545,Bootsy Collins 또한 이후의 솔로 앨범에 더 일렉트로 사운드를 접목시키기 시작했다.,"{'word': 'Bootsy Collins', 'start_idx': 0, 'end_idx': 13, 'type': 'ART'}","{'word': '일렉트로 사운드', 'start_idx': 31, 'end_idx': 38, 'type': 'POH'}",None
1547,제임스 브라운은 락앤롤에 처음으로 펑크를 도입했다.,"{'word': '펑크', 'start_idx': 19, 'end_idx': 20, 'type': 'GEN'}","{'word': '제임스 브라운', 'start_idx': 0, 'end_idx': 6, 'type': 'ART'}",None
1555,"브라운의 혁신은 그와 그의 밴드의 여러 펑크 곡들로 이어졌고, 그들은 ""Cold Sweat""(1967), ""Mother Popcorn""(1969), ""Get Upper (I Feel Like A) Sex Machine""(1970)과 같은 발표로 펑크 음악 스타일을 더욱 전면에 밀어 넣었고, 심지어 그의 초기 음악에 등장하는 12바의 블루스진행마저 버렸다.","{'word': '펑크', 'start_idx': 137, 'end_idx': 138, 'type': 'GEN'}","{'word': '1967', 'start_idx': 52, 'end_idx': 55, 'type': 'DAT'}",None
1557,"주류 백인 청취자층은 펑크의 서정적인 메시지를 이해할 수 없는 경우가 많았는데, 펑크가 1970년대 백인 청중들에게 인기 있는 음악 차트의 성공을 거두지 못하는 데 기여했다.","{'word': '펑크', 'start_idx': 45, 'end_idx': 46, 'type': 'GEN'}","{'word': '펑크', 'start_idx': 12, 'end_idx': 13, 'type': 'GEN'}",None
1558,"어니 이즐리는 핸드릭스에 의해 어린 나이에 지도를 받았고, 핸드릭스는 이즐리 브라더스 후원 밴드의 일원이었으며 일시적으로 이즐레이의 집에서 살았다.","{'word': '핸드릭스', 'start_idx': 8, 'end_idx': 11, 'type': 'ART'}","{'word': '이즐레이', 'start_idx': 68, 'end_idx': 71, 'type': 'ART'}",None
1560,"아프리카에서 영감을 받은 많은 음악들처럼 펑크는 일반적으로 ""하이퍼토닉""과 ""댄스"" 느낌을 주는 연동된 것을 연주하는 리듬 악기가 있는 복잡한 폼으로 구성되어 있다.","{'word': '펑크', 'start_idx': 23, 'end_idx': 24, 'type': 'GEN'}","{'word': '아프리카', 'start_idx': 0, 'end_idx': 3, 'type': 'LOC'}",None
1561,"혼합액시드 재즈, 액시드 하우스, 트립 홉, 그리고 펑크가 있는 다른 장르를 넘나들고 있다.","{'word': '펑크', 'start_idx': 29, 'end_idx': 30, 'type': 'GEN'}","{'word': '혼합액시드 재즈', 'start_idx': 0, 'end_idx': 7, 'type': 'GEN'}",None
1563,"펑크메탈은 1980년대에 등장한 퓨전 음악 장르로, 대체 메탈 장르의 일환이다.","{'word': '펑크메탈', 'start_idx': 0, 'end_idx': 3, 'type': 'GEN'}","{'word': '메탈', 'start_idx': 32, 'end_idx': 33, 'type': 'GEN'}",None
1565,"펑크메탈은 1980년대에 등장한 퓨전 음악 장르로, 대체 메탈 장르의 일환이다.","{'word': '퓨전 음악', 'start_idx': 18, 'end_idx': 22, 'type': 'GEN'}","{'word': '1980년대', 'start_idx': 6, 'end_idx': 11, 'type': 'DAT'}",None
1567,"1980년대 들어 디스코의 과잉에 대한 반작용으로, P-Funk 공식의 기초를 형성한 많은 핵심 요소들이 전자 악기와 드럼 기계, 신디사이저에 의해 부인되기 시작했다.","{'word': '디스코', 'start_idx': 10, 'end_idx': 12, 'type': 'GEN'}","{'word': 'P-Funk', 'start_idx': 29, 'end_idx': 34, 'type': 'GEN'}",None
1571,디지털 언더그라운드는 듣는 사람에게 펑크의 역사와 그 예술가들에 대한 지식을 교육함으로써 1990년대 펑크의 재탄생에 큰 기여를 했다.,"{'word': '펑크', 'start_idx': 20, 'end_idx': 21, 'type': 'GEN'}","{'word': '1990년대', 'start_idx': 50, 'end_idx': 55, 'type': 'DAT'}",None
1573,"주목할 만한 펑크 여성으로는 차카 칸, 라벨, 펑켄슈타인의 신부, 클라이맥스, 마더 파인스트, 린 콜린스, 베티 데이비스, 티나 마리 등이 있다.","{'word': '펑켄슈타인의 신부', 'start_idx': 26, 'end_idx': 34, 'type': 'ART'}","{'word': '마더 파인스트', 'start_idx': 44, 'end_idx': 50, 'type': 'ART'}",None
1577,"제임스 브라운은 힙합 역사상 가장 샘플링된 아티스트라고 하며, P-Funk는 두 번째로 샘플링된 아티스트라고 한다; 오래된 Parliament and Funkadelic 노래의 샘플은 West Coast G-funk의 기초를 형성했다.","{'word': 'Parliament and Funkadelic', 'start_idx': 69, 'end_idx': 93, 'type': 'POH'}","{'word': 'P-Funk', 'start_idx': 35, 'end_idx': 40, 'type': 'ART'}",None
1578,"제임스 브라운은 힙합 역사상 가장 샘플링된 아티스트라고 하며, P-Funk는 두 번째로 샘플링된 아티스트라고 한다; 오래된 Parliament and Funkadelic 노래의 샘플은 West Coast G-funk의 기초를 형성했다.","{'word': 'P-Funk', 'start_idx': 35, 'end_idx': 40, 'type': 'ART'}","{'word': 'Parliament and Funkadelic', 'start_idx': 69, 'end_idx': 93, 'type': 'POH'}",None
1579,신디사이저와 키보드로 구성된 부기의 미니멀리스트적 접근은 일렉트로음악과 하우스음악을 확립하는데 도움을 주었다.,"{'word': '부기', 'start_idx': 16, 'end_idx': 17, 'type': 'GEN'}","{'word': '일렉트로음악', 'start_idx': 32, 'end_idx': 37, 'type': 'GEN'}",None
1580,신디사이저와 키보드로 구성된 부기의 미니멀리스트적 접근은 일렉트로음악과 하우스음악을 확립하는데 도움을 주었다.,"{'word': '하우스음악', 'start_idx': 40, 'end_idx': 44, 'type': 'GEN'}","{'word': '신디사이저와 키보드', 'start_idx': 0, 'end_idx': 9, 'type': 'POH'}",None
1582,그들은 함께 재즈와 사이키델릭 록의 영향을 많이 받는 새로운 종류의 펑크 사운드를 만들었다.,"{'word': '재즈', 'start_idx': 7, 'end_idx': 8, 'type': 'GEN'}","{'word': '사이키델릭 록', 'start_idx': 11, 'end_idx': 17, 'type': 'GEN'}",None
1583,"펑크의 장르 파생은 아방가르드 펑크, 부기, 전자음악과 펑크, 펑크 메탈, 갱스터 랩과 펑크가 혼합된 지펑크, 펑크 쿠바 댄스음악과 펑크잼의 일종인 팀바를 포함한다.","{'word': '지펑크', 'start_idx': 57, 'end_idx': 59, 'type': 'GEN'}","{'word': '부기', 'start_idx': 21, 'end_idx': 22, 'type': 'GEN'}",None
1584,펑크 샘플도 활용했던 이전의 다른 랩 행위들과 달리 지펑크는 곡당 샘플들을 적게 사용하는 경우가 많았다.,"{'word': '랩', 'start_idx': 19, 'end_idx': 19, 'type': 'GEN'}","{'word': '펑크', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}",None
1585,"백인 문화권에서는 펑크(funk)라는 용어가 악취나 기분이 나쁠 수 있고(""funk in a funk"") 부정적인 의미를 가질 수 있지만, 아프리카 공동체에서는 펑크(funk)라는 용어가 여전히 체취와 연결되어 있지만, 음악가의 근면하고 정직한 노력이 땀으로 이어졌다는 긍정적인 인식을 가지고 있었고, 그들의 육체적 노력에서 '절묘함'과 '최상급'이 나왔다.","{'word': 'funk', 'start_idx': 13, 'end_idx': 16, 'type': 'GEN'}","{'word': '펑크', 'start_idx': 90, 'end_idx': 91, 'type': 'GEN'}",None
1586,"그러나 프린스는 브라운 이후 어느 아티스트 못지않게 펑크 소리에 많은 영향을 끼쳤다; 그는 에로티시즘, 테크놀로지, 증가하는 음악적 복잡성, 그리고 궁극적으로는 P펑크처럼 야심차고 상상력이 풍부한 음악을 만들기 위해 터무니없는 이미지와 무대쇼를 결합했다.","{'word': '브라운', 'start_idx': 9, 'end_idx': 11, 'type': 'ART'}","{'word': '프린스', 'start_idx': 4, 'end_idx': 6, 'type': 'ART'}",None
1587,"그러나 프린스는 브라운 이후 어느 아티스트 못지않게 펑크 소리에 많은 영향을 끼쳤다; 그는 에로티시즘, 테크놀로지, 증가하는 음악적 복잡성, 그리고 궁극적으로는 P펑크처럼 야심차고 상상력이 풍부한 음악을 만들기 위해 터무니없는 이미지와 무대쇼를 결합했다.","{'word': 'P펑크', 'start_idx': 90, 'end_idx': 92, 'type': 'GEN'}","{'word': '브라운', 'start_idx': 9, 'end_idx': 11, 'type': 'ART'}",None
1596,"이 무렵 펑크를 정의한 또 다른 그룹은 이즐레이 브라더스였는데, 그들의 펑키한 1969년 1위 R&B 히트곡 ""It's Your Thing""은 브라운의 재즈 사운드와 지미 핸드릭스의 사이키델릭 록, 그리고 슬라이 & 더 패밀리 스톤과 Mother's Finest 등은 흑인 음악의 돌파구를 예고했다.","{'word': '재즈', 'start_idx': 85, 'end_idx': 86, 'type': 'GEN'}","{'word': '이즐레이 브라더스', 'start_idx': 22, 'end_idx': 30, 'type': 'ART'}",None
